SubAreaId,timestamp,airTemperature,surfaceTemperature,waterThickness,friction
202,11/6/2016 6:00,-4.563414634,-3.724715447,0.090707317,0.706341463
203,11/6/2016 4:00,-4.492580645,-3.36283871,0.076096774,0.711774194
203,11/6/2016 6:00,-4.278225806,-3.818407258,0.070800403,0.713669355
104,11/6/2016 6:00,-4.47210728,-3.246084291,0.230349425,0.521065134
402,11/6/2016 4:00,-4.365423729,-3.276576271,0.079457627,0.666305085
402,11/6/2016 6:00,-4.140178571,-3.531517857,0.0710625,0.705892857
204,11/6/2016 4:00,-4.371526587,-3.314493997,0.119296741,0.610137221
204,11/6/2016 6:00,-4.361802575,-2.626895565,0.018968526,0.790228898
502,11/6/2016 4:00,-4.661971831,-3.62943662,0.094661972,0.707746479
205,11/6/2016 4:00,-4.610433604,-3.250203252,0.044176152,0.415433604
403,11/6/2016 4:00,-3.917171717,-3.734040404,0.066777778,0.71
403,11/6/2016 6:00,-4.5,-3.931489362,0.085606383,0.71
304,11/6/2016 6:00,-4.593965517,-3.530991379,0.080450431,0.693857759
405,11/6/2016 4:00,-4.396946565,-3.599465649,0.091053435,0.706717557
405,11/6/2016 6:00,-4.257142857,-3.911836735,0.057061224,0.71
504,11/6/2016 4:00,-3.9,-3.738290598,0.129529915,0.701538462
504,11/6/2016 6:00,-4.316159251,-3.531440281,0.143081967,0.573419204
202,11/6/2016 6:00,-4.549780381,-3.259941435,0.21995754,0.33510981
202,11/6/2016 8:00,-5.711705686,-3.620925307,0.247343367,0.25277592
104,11/6/2016 6:00,-4.858252427,-3.250291262,0.059626214,0.723737864
203,11/6/2016 8:00,-5.843165468,-3.281582734,0.098798561,0.71057554
204,11/6/2016 8:00,-5.898784933,-3.552600243,0.163942284,0.341579587
